GEOID10,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres,Tot_2016_ag,Dem_2016_ag,Rep_2016_ag,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2016_gov,Dem_2016_gov,Rep_2016_gov,Tot_2018_sen,Dem_2018_sen,Rep_2018_sen
301110017024,673,342,315,0,0,0,0,0,0,0,0,0,0,0,0
301110017031,877,398,459,0,0,0,0,0,0,0,0,0,0,0,0
301110017032,798,364,417,0,0,0,0,0,0,0,0,0,0,0,0
301110017033,810,411,371,0,0,0,0,0,0,0,0,0,0,0,0
301110017041,455,230,211,0,0,0,0,0,0,0,0,0,0,0,0
301110017042,1062,501,538,0,0,0,0,0,0,0,0,0,0,0,0
301110017043,513,262,239,0,0,0,0,0,0,0,0,0,0,0,0
301110018011,861,277,572,0,0,0,0,0,0,0,0,0,0,0,0
301110018012,1253,390,846,0,0,0,0,0,0,0,0,0,0,0,0
301110018013,831,334,485,0,0,0,0,0,0,0,0,0,0,0,0
301110018021,744,310,416,0,0,0,0,0,0,0,0,0,0,0,0
301110018022,838,341,482,0,0,0,0,0,0,0,0,0,0,0,0
301110018023,927,388,523,0,0,0,0,0,0,0,0,0,0,0,0
301110018024,915,376,524,0,0,0,0,0,0,0,0,0,0,0,0
301110018031,411,183,214,0,0,0,0,0,0,0,0,0,0,0,0
301110018032,678,315,341,0,0,0,0,0,0,0,0,0,0,0,0
301110018041,591,268,310,0,0,0,0,0,0,0,0,0,0,0,0
301110018042,727,310,400,0,0,0,0,0,0,0,0,0,0,0,0
301110018043,435,220,202,0,0,0,0,0,0,0,0,0,0,0,0
301110019011,1107,503,572,0,0,0,0,0,0,0,0,0,0,0,0
301110019012,340,170,155,0,0,0,0,0,0,0,0,0,0,0,0
301110019013,599,290,289,0,0,0,0,0,0,0,0,0,0,0,0
301110019014,281,146,121,0,0,0,0,0,0,0,0,0,0,0,0
301110019021,630,236,375,0,0,0,0,0,0,0,0,0,0,0,0
301110019022,439,225,196,0,0,0,0,0,0,0,0,0,0,0,0
301110019023,519,277,224,0,0,0,0,0,0,0,0,0,0,0,0
301119400001,522,200,310,0,0,0,0,0,0,0,0,0,0,0,0
301119400002,803,314,456,0,0,0,0,0,0,0,0,0,0,0,0
301119400003,749,338,392,0,0,0,0,0,0,0,0,0,0,0,0
301119400004,776,301,457,0,0,0,0,0,0,0,0,0,0,0,0
301119400005,613,261,339,0,0,0,0,0,0,0,0,0,0,0,0
