Geography,Total
1000000US440010305003002,0
1000000US440010305003003,0
1000000US440010305003004,61
1000000US440010305003005,58
1000000US440010305003006,26
1000000US440010305003007,103
1000000US440010305003008,93
1000000US440010305003009,17
1000000US440010305003010,30
1000000US440010305003011,26
1000000US440010305003012,17
1000000US440010305003013,24
1000000US440010305003014,18
1000000US440010305003015,20
1000000US440010305003016,46
1000000US440010305003017,5
1000000US440010305003018,0
1000000US440010305003019,11
1000000US440010305003020,50
1000000US440010305003021,27
1000000US440010305003022,11
1000000US440010305003023,8
1000000US440010305003024,18
1000000US440010305003025,12
1000000US440010305003026,23
1000000US440010305003027,10
1000000US440010305003028,15
1000000US440010305003029,18
1000000US440010305003030,16
1000000US440010305003031,35
1000000US440010305003032,8
1000000US440010305003033,7
1000000US440010305003034,25
1000000US440010305003035,73
1000000US440010306011000,53
1000000US440010306011001,0
1000000US440010306011002,9
1000000US440010306011003,0
1000000US440010306011004,0
1000000US440010306011005,186
1000000US440010306011006,0
1000000US440010306011007,30
1000000US440010306011008,51
1000000US440010306011009,171
1000000US440010306011010,0
1000000US440010306011011,0
1000000US440010306011012,0
1000000US440010306011013,0
1000000US440010306011014,23
1000000US440010306011015,0
1000000US440010306011016,0
1000000US440010306011017,0
1000000US440010306011018,9
1000000US440010306011019,12
1000000US440010306011020,4
1000000US440010306011021,6
1000000US440010306011022,39
1000000US440010306011023,15
1000000US440010306011024,85
1000000US440010306011025,0
1000000US440010306011026,0
1000000US440010306012000,0
1000000US440010306012001,45
1000000US440010306012002,71
1000000US440010306012003,16
1000000US440010306012004,71
1000000US440010306012005,288
1000000US440010306012006,22
1000000US440010306012007,7
1000000US440010306012008,35
1000000US440010306012009,25
1000000US440010306012010,0
1000000US440010306012011,33
1000000US440010306012012,9
1000000US440010306012013,33
1000000US440010306012014,11
1000000US440010306012015,29
1000000US440010306012016,95
1000000US440010306012017,21
1000000US440010306012018,19
1000000US440010306012019,20
1000000US440010306012020,102
1000000US440010306012021,0
1000000US440010306012022,21
1000000US440010306012023,0
1000000US440010306012024,0
1000000US440010306012025,17
1000000US440010306012026,0
1000000US440010306012027,86
1000000US440010306012028,16
1000000US440010306012029,26
1000000US440010306013000,56
1000000US440010306013001,0
1000000US440010306013002,0
1000000US440010306013003,61
1000000US440010306013004,26
1000000US440010306013005,170
1000000US440010306013006,147
1000000US440010306013007,4
1000000US440010306013008,1
1000000US440010306013009,8
1000000US440010306013010,6
1000000US440010306013011,150
1000000US440010306013012,18
1000000US440010306013013,26
1000000US440010306013014,4
1000000US440010306013015,33
1000000US440010306013016,13
1000000US440010306013017,30
1000000US440010306013018,7
1000000US440010306013019,11
1000000US440010306013020,12
1000000US440010306013021,0
1000000US440010306013022,0
1000000US440010306013023,28
1000000US440010306013024,54
1000000US440010306013025,2
1000000US440010306013026,13
1000000US440010306013027,2
1000000US440010306021000,0
1000000US440010306021001,94
1000000US440010306021002,42
1000000US440010306021003,47
1000000US440010306021004,51
1000000US440010306021005,34
1000000US440010306021006,48
1000000US440010306021007,182
1000000US440010306021008,0
1000000US440010306021009,0
1000000US440010306021010,0
1000000US440010306021011,29
1000000US440010306021012,70
1000000US440010306021013,50
1000000US440010306021014,60
1000000US440010306021015,25
1000000US440010306021016,12
1000000US440010306021017,43
1000000US440010306021018,17
1000000US440010306021019,17
1000000US440010306021020,52
1000000US440010306021021,44
1000000US440010306021022,22
1000000US440010306021023,74
1000000US440010306022000,0
1000000US440010306022001,81
1000000US440010306022002,14
1000000US440010306022003,39
1000000US440010306022004,23
1000000US440010306022005,14
1000000US440010306022006,13
1000000US440010306022007,13
1000000US440010306022008,21
1000000US440010306022009,18
1000000US440010306022010,124
1000000US440010306022011,25
1000000US440010306022012,101
1000000US440010306022013,103
1000000US440010306022014,25
1000000US440010306022015,12
1000000US440010306022016,19
1000000US440010306022017,4
1000000US440010306022018,21
1000000US440010306022019,146
1000000US440010306022020,2
1000000US440010306023000,49
1000000US440010306023001,143
1000000US440010306023002,24
1000000US440010306023003,148
1000000US440010306023004,51
1000000US440010306023005,48
1000000US440010306023006,52
1000000US440010306023007,37
1000000US440010306023008,43
1000000US440010306023009,116
1000000US440010306023010,11
1000000US440010306023011,15
1000000US440010306023012,25
1000000US440010306023013,19
1000000US440010306023014,57
1000000US440010306023015,49
1000000US440010306023016,29
1000000US440010306023017,115
1000000US440010306023018,5
1000000US440010306023019,21
1000000US440010306023020,24
1000000US440010306024000,17
1000000US440010306024001,29
1000000US440010306024002,43
1000000US440010306024003,36
1000000US440010306024004,10
1000000US440010306024005,0
1000000US440010306024006,38
1000000US440010306024007,14
1000000US440010306024008,31
1000000US440010306024009,16
1000000US440010306024010,49
1000000US440010306024011,39
1000000US440010306024012,9
1000000US440010306024013,0
1000000US440010306024014,0
1000000US440010306024015,187
1000000US440010306024016,0
1000000US440010306024017,0
1000000US440010306024018,0
1000000US440010306024019,0
1000000US440010306024020,0
1000000US440010306024021,2
1000000US440010307001000,146
1000000US440010307001001,21
1000000US440010307001002,65
1000000US440010307001003,63
1000000US440010307001004,76
1000000US440010307001005,64
1000000US440010307001006,59
1000000US440010307001007,16
1000000US440010307001008,36
1000000US440010307001009,25
1000000US440010307001010,109
1000000US440010307001011,65
1000000US440010307001012,88
1000000US440010307002000,311
1000000US440010307002001,79
1000000US440010307002002,138
1000000US440010307002003,71
1000000US440010307002004,104
1000000US440010307002005,73
1000000US440010307002006,53
1000000US440010307003000,81
1000000US440010307003001,78
1000000US440010307003002,44
